domain,path,status
sub1.yourdomainhere.com,/click,200
sub1.yourdomainhere.com,/,200
sub1.yourdomainhere.com,/api-catalog,200
sub1.yourdomainhere.com,/api/status,200
sub2.yourdomainhere.com,/click,200
sub2.yourdomainhere.com,/,200
sub2.yourdomainhere.com,/api/status,200
sub2.yourdomainhere.com,/api-catalog,200
sub3.yourdomainhere.com,/click,200
sub4.yourdomainhere.com,/api-catalog,200
sub4.yourdomainhere.com,/,200
sub3.yourdomainhere.com,/api-catalog,200
sub3.yourdomainhere.com,/api/status,200
sub3.yourdomainhere.com,/,200
sub4.yourdomainhere.com,/click,200
sub5.yourdomainhere.com,/api-catalog,200
sub5.yourdomainhere.com,/,200
sub4.yourdomainhere.com,/api/status,200
sub6.yourdomainhere.com,/api/status,200
sub5.yourdomainhere.com,/click,200
sub6.yourdomainhere.com,/click,200
sub5.yourdomainhere.com,/api/status,200
sub6.yourdomainhere.com,/api-catalog,200
sub7.yourdomainhere.com,/,200
sub6.yourdomainhere.com,/,200
sub7.yourdomainhere.com,/api/status,200
sub7.yourdomainhere.com,/api-catalog,200
sub8.yourdomainhere.com,/,200
sub8.yourdomainhere.com,/click,200
sub7.yourdomainhere.com,/click,200
sub8.yourdomainhere.com,/api-catalog,200
sub8.yourdomainhere.com,/api/status,200
sub9.yourdomainhere.com,/api-catalog,200
sub9.yourdomainhere.com,/,200
sub9.yourdomainhere.com,/api/status,200
sub10.yourdomainhere.com,/,200
sub9.yourdomainhere.com,/click,200
sub10.yourdomainhere.com,/click,200
sub10.yourdomainhere.com,/api/status,200
sub11.yourdomainhere.com,/click,200
sub11.yourdomainhere.com,/,200
sub10.yourdomainhere.com,/api-catalog,200
sub11.yourdomainhere.com,/api/status,200
sub11.yourdomainhere.com,/api-catalog,200
sub12.yourdomainhere.com,/,200
sub12.yourdomainhere.com,/api-catalog,200
sub13.yourdomainhere.com,/api/status,200
sub12.yourdomainhere.com,/click,200
sub12.yourdomainhere.com,/api/status,200
sub13.yourdomainhere.com,/,200
sub14.yourdomainhere.com,/,200
sub13.yourdomainhere.com,/click,200
sub14.yourdomainhere.com,/api-catalog,200
sub13.yourdomainhere.com,/api-catalog,200
sub14.yourdomainhere.com,/api/status,200
sub15.yourdomainhere.com,/,200
sub15.yourdomainhere.com,/api-catalog,200
sub14.yourdomainhere.com,/click,200
sub15.yourdomainhere.com,/click,200
sub16.yourdomainhere.com,/,200
sub15.yourdomainhere.com,/api/status,200
sub16.yourdomainhere.com,/api/status,200
sub16.yourdomainhere.com,/click,200
sub16.yourdomainhere.com,/api-catalog,200
sub17.yourdomainhere.com,/api/status,200
sub17.yourdomainhere.com,/click,200
sub17.yourdomainhere.com,/,200
sub18.yourdomainhere.com,/,200
sub17.yourdomainhere.com,/api-catalog,200
sub18.yourdomainhere.com,/click,200
sub18.yourdomainhere.com,/api-catalog,200
sub18.yourdomainhere.com,/api/status,200
sub1.yourdomainhere.com,/lander,200
sub19.yourdomainhere.com,/api-catalog,200
sub19.yourdomainhere.com,/api/status,200
sub19.yourdomainhere.com,/,200
sub20.yourdomainhere.com,/click,200
sub20.yourdomainhere.com,/api/status,200
sub20.yourdomainhere.com,/,200
sub19.yourdomainhere.com,/click,200
sub21.yourdomainhere.com,/,200
sub20.yourdomainhere.com,/api-catalog,200
sub21.yourdomainhere.com,/api/status,200
sub21.yourdomainhere.com,/click,200
sub2.yourdomainhere.com,/lander,200
sub22.yourdomainhere.com,/,200
sub21.yourdomainhere.com,/api-catalog,200
sub22.yourdomainhere.com,/api/status,200
sub22.yourdomainhere.com,/click,200
sub22.yourdomainhere.com,/api-catalog,200
sub23.yourdomainhere.com,/,200
sub24.yourdomainhere.com,/api/status,200
sub23.yourdomainhere.com,/click,200
sub24.yourdomainhere.com,/api-catalog,200
sub23.yourdomainhere.com,/api-catalog,200
sub3.yourdomainhere.com,/lander,200
sub24.yourdomainhere.com,/,200
sub24.yourdomainhere.com,/click,200
sub23.yourdomainhere.com,/api/status,200
sub25.yourdomainhere.com,/,200
sub25.yourdomainhere.com,/api/status,200
sub26.yourdomainhere.com,/click,200
sub25.yourdomainhere.com,/api-catalog,200
sub26.yourdomainhere.com,/,200
sub25.yourdomainhere.com,/click,200
sub4.yourdomainhere.com,/lander,200
sub9.yourdomainhere.com,/lander,200
sub6.yourdomainhere.com,/lander,200
sub26.yourdomainhere.com,/api-catalog,200
sub26.yourdomainhere.com,/api/status,200
sub27.yourdomainhere.com,/,200
sub27.yourdomainhere.com,/click,200
sub10.yourdomainhere.com,/lander,200
sub28.yourdomainhere.com,/,200
sub11.yourdomainhere.com,/lander,200
sub27.yourdomainhere.com,/api-catalog,200
sub28.yourdomainhere.com,/click,200
sub28.yourdomainhere.com,/api-catalog,200
sub27.yourdomainhere.com,/api/status,200
sub29.yourdomainhere.com,/,200
sub29.yourdomainhere.com,/click,200
sub29.yourdomainhere.com,/api/status,200
sub5.yourdomainhere.com,/lander,200
sub29.yourdomainhere.com,/api-catalog,200
sub28.yourdomainhere.com,/api/status,000000
sub30.yourdomainhere.com,/,200
sub30.yourdomainhere.com,/click,200
sub30.yourdomainhere.com,/api/status,200
sub30.yourdomainhere.com,/api-catalog,200
sub31.yourdomainhere.com,/,200
sub8.yourdomainhere.com,/lander,200
sub15.yourdomainhere.com,/lander,200
sub31.yourdomainhere.com,/api/status,200
sub31.yourdomainhere.com,/api-catalog,200
sub31.yourdomainhere.com,/click,200
sub13.yourdomainhere.com,/lander,200
sub7.yourdomainhere.com,/lander,200
sub32.yourdomainhere.com,/click,000000
sub32.yourdomainhere.com,/,200
sub32.yourdomainhere.com,/api-catalog,200
sub33.yourdomainhere.com,/api-catalog,200
sub33.yourdomainhere.com,/click,200
sub34.yourdomainhere.com,/,200
sub33.yourdomainhere.com,/,200
sub34.yourdomainhere.com,/click,200
sub32.yourdomainhere.com,/api/status,200
sub33.yourdomainhere.com,/api/status,200
sub34.yourdomainhere.com,/api/status,200
sub35.yourdomainhere.com,/,200
sub34.yourdomainhere.com,/api-catalog,200
sub14.yourdomainhere.com,/lander,200
sub35.yourdomainhere.com,/api-catalog,200
sub35.yourdomainhere.com,/click,200
sub35.yourdomainhere.com,/api/status,000000
sub36.yourdomainhere.com,/click,200
sub36.yourdomainhere.com,/,200
sub16.yourdomainhere.com,/lander,200
sub36.yourdomainhere.com,/api/status,000000
sub37.yourdomainhere.com,/api/status,200
sub37.yourdomainhere.com,/api-catalog,200
sub36.yourdomainhere.com,/api-catalog,200
sub17.yourdomainhere.com,/lander,200
sub37.yourdomainhere.com,/,200
sub37.yourdomainhere.com,/click,200
sub38.yourdomainhere.com,/click,200
sub38.yourdomainhere.com,/lander,000000
sub22.yourdomainhere.com,/lander,200
sub38.yourdomainhere.com,/,200
sub38.yourdomainhere.com,/api/status,200
sub38.yourdomainhere.com,/api-catalog,200
sub12.yourdomainhere.com,/lander,200
sub25.yourdomainhere.com,/lander,200
sub18.yourdomainhere.com,/lander,200
sub19.yourdomainhere.com,/lander,200
sub39.yourdomainhere.com,/api/status,000000
sub39.yourdomainhere.com,/,200
sub39.yourdomainhere.com,/click,200
sub39.yourdomainhere.com,/api-catalog,200
sub40.yourdomainhere.com,/,200
sub21.yourdomainhere.com,/lander,200
sub26.yourdomainhere.com,/lander,200
sub27.yourdomainhere.com,/lander,200
sub41.yourdomainhere.com,/,200
sub40.yourdomainhere.com,/click,200
sub40.yourdomainhere.com,/api/status,200
sub29.yourdomainhere.com,/lander,200
sub41.yourdomainhere.com,/api/status,000000
sub23.yourdomainhere.com,/lander,200
sub41.yourdomainhere.com,/click,200
sub42.yourdomainhere.com,/api-catalog,200
sub42.yourdomainhere.com,/click,200
sub20.yourdomainhere.com,/lander,200
sub42.yourdomainhere.com,/api/status,200
sub30.yourdomainhere.com,/lander,200
sub40.yourdomainhere.com,/api-catalog,200
sub43.yourdomainhere.com,/click,200
sub43.yourdomainhere.com,/,000000
sub43.yourdomainhere.com,/api-catalog,000000
sub45.yourdomainhere.com,/,200
sub43.yourdomainhere.com,/api/status,200
sub44.yourdomainhere.com,/api/status,200
sub44.yourdomainhere.com,/api-catalog,200
sub45.yourdomainhere.com,/api/status,000000
sub44.yourdomainhere.com,/click,000000
sub42.yourdomainhere.com,/,200
sub45.yourdomainhere.com,/api-catalog,200
sub41.yourdomainhere.com,/api-catalog,200
sub44.yourdomainhere.com,/,200
sub24.yourdomainhere.com,/lander,200
sub46.yourdomainhere.com,/,000000
sub45.yourdomainhere.com,/click,000000
sub46.yourdomainhere.com,/api/status,000000
sub46.yourdomainhere.com,/lander,000000
sub28.yourdomainhere.com,/lander,200
sub47.yourdomainhere.com,/,200
sub46.yourdomainhere.com,/click,200
sub47.yourdomainhere.com,/api/status,200
sub46.yourdomainhere.com,/api-catalog,200
sub47.yourdomainhere.com,/api-catalog,200
sub48.yourdomainhere.com,/,200
sub48.yourdomainhere.com,/api/status,200
sub48.yourdomainhere.com,/click,200
sub47.yourdomainhere.com,/click,000000
sub48.yourdomainhere.com,/api-catalog,200
sub49.yourdomainhere.com,/click,200
sub49.yourdomainhere.com,/,200
sub49.yourdomainhere.com,/api/status,200
sub50.yourdomainhere.com,/,000000
sub49.yourdomainhere.com,/api-catalog,200
sub50.yourdomainhere.com,/click,000000
sub50.yourdomainhere.com,/lander,000000
sub34.yourdomainhere.com,/lander,200
sub50.yourdomainhere.com,/api-catalog,200
sub50.yourdomainhere.com,/api/status,200
sub51.yourdomainhere.com,/,200
sub52.yourdomainhere.com,/api-catalog,000000
sub52.yourdomainhere.com,/click,200
sub51.yourdomainhere.com,/api/status,200
sub52.yourdomainhere.com,/,200
sub51.yourdomainhere.com,/click,200
sub53.yourdomainhere.com,/click,000000
sub52.yourdomainhere.com,/api/status,200
sub53.yourdomainhere.com,/,200
sub51.yourdomainhere.com,/api-catalog,200
sub31.yourdomainhere.com,/lander,200
sub54.yourdomainhere.com,/,000000
sub54.yourdomainhere.com,/api-catalog,000000
sub53.yourdomainhere.com,/api-catalog,200
sub53.yourdomainhere.com,/lander,000000
sub37.yourdomainhere.com,/lander,200
sub53.yourdomainhere.com,/api/status,200
sub55.yourdomainhere.com,/,200
sub54.yourdomainhere.com,/api/status,200
sub56.yourdomainhere.com,/,000000
sub57.yourdomainhere.com,/,000000
sub54.yourdomainhere.com,/click,200
sub55.yourdomainhere.com,/api/status,200
sub55.yourdomainhere.com,/api-catalog,000000
sub56.yourdomainhere.com,/api-catalog,200
sub55.yourdomainhere.com,/click,200
sub56.yourdomainhere.com,/api/status,200
sub56.yourdomainhere.com,/click,000000
sub39.yourdomainhere.com,/lander,200
sub57.yourdomainhere.com,/api/status,200
sub57.yourdomainhere.com,/click,200
sub57.yourdomainhere.com,/api-catalog,000000
sub58.yourdomainhere.com,/lander,000000
sub58.yourdomainhere.com,/,200
sub58.yourdomainhere.com,/click,000000
sub59.yourdomainhere.com,/api/status,000000
sub59.yourdomainhere.com,/,000000
sub59.yourdomainhere.com,/click,000000
sub32.yourdomainhere.com,/lander,200
sub58.yourdomainhere.com,/api-catalog,200
sub59.yourdomainhere.com,/api-catalog,200
sub60.yourdomainhere.com,/,000000
sub58.yourdomainhere.com,/api/status,000000
sub60.yourdomainhere.com,/api-catalog,000000
sub60.yourdomainhere.com,/click,200
sub60.yourdomainhere.com,/api/status,200
sub62.yourdomainhere.com,/,000000
sub61.yourdomainhere.com,/,200
sub62.yourdomainhere.com,/lander,000000
sub61.yourdomainhere.com,/lander,000000
sub62.yourdomainhere.com,/click,000000
sub61.yourdomainhere.com,/api/status,000000
sub61.yourdomainhere.com,/api-catalog,200
sub61.yourdomainhere.com,/click,200
sub62.yourdomainhere.com,/api-catalog,200
sub62.yourdomainhere.com,/api/status,200
sub63.yourdomainhere.com,/,200
sub63.yourdomainhere.com,/lander,000000
sub63.yourdomainhere.com,/click,000000
sub63.yourdomainhere.com,/api/status,000000
sub63.yourdomainhere.com,/api-catalog,000000
sub64.yourdomainhere.com,/,200
sub35.yourdomainhere.com,/lander,200
sub33.yourdomainhere.com,/lander,200
sub65.yourdomainhere.com,/,000000
sub65.yourdomainhere.com,/click,200
sub40.yourdomainhere.com,/lander,200
sub64.yourdomainhere.com,/api-catalog,000000
sub64.yourdomainhere.com,/click,200
sub64.yourdomainhere.com,/api/status,000000
sub65.yourdomainhere.com,/lander,000000
sub65.yourdomainhere.com,/api/status,200
sub42.yourdomainhere.com,/lander,200
sub43.yourdomainhere.com,/lander,200
sub66.yourdomainhere.com,/,200
sub66.yourdomainhere.com,/api/status,200
sub66.yourdomainhere.com,/lander,000000
sub66.yourdomainhere.com,/api-catalog,000000
sub67.yourdomainhere.com,/lander,000000
sub65.yourdomainhere.com,/api-catalog,200
sub67.yourdomainhere.com,/api-catalog,200
sub66.yourdomainhere.com,/click,200
sub67.yourdomainhere.com,/,200
sub41.yourdomainhere.com,/lander,200
sub68.yourdomainhere.com,/lander,000000
sub67.yourdomainhere.com,/api/status,200
sub36.yourdomainhere.com,/lander,200
sub68.yourdomainhere.com,/,200
sub67.yourdomainhere.com,/click,200
sub68.yourdomainhere.com,/click,000000
sub69.yourdomainhere.com,/,200
sub45.yourdomainhere.com,/lander,200
sub68.yourdomainhere.com,/api/status,200
sub69.yourdomainhere.com,/api/status,000000
sub52.yourdomainhere.com,/lander,200
sub68.yourdomainhere.com,/api-catalog,200
sub69.yourdomainhere.com,/click,200
sub69.yourdomainhere.com,/api-catalog,000000
sub49.yourdomainhere.com,/lander,200
sub69.yourdomainhere.com,/lander,000000
sub48.yourdomainhere.com,/lander,200
sub44.yourdomainhere.com,/lander,200
sub51.yourdomainhere.com,/lander,200
sub70.yourdomainhere.com,/click,200
sub70.yourdomainhere.com,/,000000
sub70.yourdomainhere.com,/api-catalog,000000
sub70.yourdomainhere.com,/api/status,000000
sub71.yourdomainhere.com,/click,200
sub71.yourdomainhere.com,/,000000
sub72.yourdomainhere.com,/,000000
sub71.yourdomainhere.com,/api-catalog,000000
sub72.yourdomainhere.com,/lander,000000
sub71.yourdomainhere.com,/api/status,000000
sub47.yourdomainhere.com,/lander,200
sub72.yourdomainhere.com,/click,000000
sub72.yourdomainhere.com,/api-catalog,000000
sub57.yourdomainhere.com,/lander,200
sub72.yourdomainhere.com,/api/status,200
sub73.yourdomainhere.com,/api/status,200
sub74.yourdomainhere.com,/api-catalog,000000
sub74.yourdomainhere.com,/lander,000000
sub73.yourdomainhere.com,/,200
sub73.yourdomainhere.com,/lander,000000
sub74.yourdomainhere.com,/click,200
sub73.yourdomainhere.com,/click,200
sub74.yourdomainhere.com,/api/status,000000
sub75.yourdomainhere.com,/,000000
sub75.yourdomainhere.com,/api/status,000000
sub75.yourdomainhere.com,/click,000000
sub76.yourdomainhere.com,/,000000
sub73.yourdomainhere.com,/api-catalog,200
sub75.yourdomainhere.com,/api-catalog,200
sub74.yourdomainhere.com,/,200
sub76.yourdomainhere.com,/api/status,000000
sub77.yourdomainhere.com,/,000000
sub76.yourdomainhere.com,/click,200
sub77.yourdomainhere.com,/click,000000
sub76.yourdomainhere.com,/api-catalog,200
sub78.yourdomainhere.com,/lander,000000
sub78.yourdomainhere.com,/api-catalog,000000
sub78.yourdomainhere.com,/api/status,000000
sub78.yourdomainhere.com,/,200
sub77.yourdomainhere.com,/lander,000000
sub78.yourdomainhere.com,/click,200
sub77.yourdomainhere.com,/api-catalog,000000
sub77.yourdomainhere.com,/api/status,000000
sub55.yourdomainhere.com,/lander,200
sub79.yourdomainhere.com,/lander,000000
sub79.yourdomainhere.com,/,000000
sub79.yourdomainhere.com,/click,000000
sub79.yourdomainhere.com,/api/status,000000
sub79.yourdomainhere.com,/api-catalog,000000
sub60.yourdomainhere.com,/lander,200
sub80.yourdomainhere.com,/api/status,200
sub80.yourdomainhere.com,/api-catalog,000000
sub80.yourdomainhere.com,/,000000
sub80.yourdomainhere.com,/click,200
sub56.yourdomainhere.com,/lander,200
sub83.yourdomainhere.com,/,200
sub83.yourdomainhere.com,/lander,000000
sub83.yourdomainhere.com,/api/status,000000
sub54.yourdomainhere.com,/lander,200
sub82.yourdomainhere.com,/api/status,200
sub82.yourdomainhere.com,/api-catalog,000000
sub81.yourdomainhere.com,/click,000000
sub81.yourdomainhere.com,/,000000
sub82.yourdomainhere.com,/,200
sub81.yourdomainhere.com,/api-catalog,000000
sub84.yourdomainhere.com,/,000000
sub81.yourdomainhere.com,/api/status,000000
sub85.yourdomainhere.com,/api/status,000000
sub85.yourdomainhere.com,/lander,000000
sub85.yourdomainhere.com,/,000000
sub84.yourdomainhere.com,/lander,000000
sub85.yourdomainhere.com,/click,000000
sub86.yourdomainhere.com,/,000000
sub85.yourdomainhere.com,/api-catalog,000000
sub84.yourdomainhere.com,/api-catalog,000000
sub83.yourdomainhere.com,/api-catalog,000000
sub83.yourdomainhere.com,/click,200
sub86.yourdomainhere.com,/lander,000000
sub82.yourdomainhere.com,/click,000000
sub84.yourdomainhere.com,/api/status,200
sub84.yourdomainhere.com,/click,000000
sub59.yourdomainhere.com,/lander,200
sub86.yourdomainhere.com,/api/status,000000
sub86.yourdomainhere.com,/api-catalog,000000
sub87.yourdomainhere.com,/,000000
sub86.yourdomainhere.com,/click,000000
sub87.yourdomainhere.com,/click,200
sub88.yourdomainhere.com,/,000000
sub89.yourdomainhere.com,/api/status,200
sub89.yourdomainhere.com,/click,000000
sub88.yourdomainhere.com,/api-catalog,000000
sub87.yourdomainhere.com,/api-catalog,200
sub89.yourdomainhere.com,/,000000
sub88.yourdomainhere.com,/api/status,000000
sub87.yourdomainhere.com,/api/status,200
sub89.yourdomainhere.com,/lander,000000
sub91.yourdomainhere.com,/api-catalog,000000
sub90.yourdomainhere.com,/,000000
sub89.yourdomainhere.com,/api-catalog,000000
sub91.yourdomainhere.com,/api/status,000000
sub88.yourdomainhere.com,/click,000000
sub88.yourdomainhere.com,/lander,000000
sub91.yourdomainhere.com,/lander,000000
sub90.yourdomainhere.com,/lander,000000
sub90.yourdomainhere.com,/click,200
sub92.yourdomainhere.com,/,000000
sub90.yourdomainhere.com,/api-catalog,000000
sub90.yourdomainhere.com,/api/status,000000
sub91.yourdomainhere.com,/click,000000
sub92.yourdomainhere.com,/click,000000
sub92.yourdomainhere.com,/api/status,000000
sub91.yourdomainhere.com,/,000000
sub92.yourdomainhere.com,/lander,000000
sub64.yourdomainhere.com,/lander,200
sub93.yourdomainhere.com,/lander,000000
sub92.yourdomainhere.com,/api-catalog,000000
sub70.yourdomainhere.com,/lander,200
sub93.yourdomainhere.com,/,000000
sub94.yourdomainhere.com,/click,000000
sub94.yourdomainhere.com,/,000000
sub93.yourdomainhere.com,/api-catalog,000000
sub93.yourdomainhere.com,/api/status,000000
sub95.yourdomainhere.com,/click,000000
sub93.yourdomainhere.com,/click,000000
sub95.yourdomainhere.com,/lander,000000
sub95.yourdomainhere.com,/,200
sub96.yourdomainhere.com,/api/status,000000
sub71.yourdomainhere.com,/lander,200
sub96.yourdomainhere.com,/,200
sub96.yourdomainhere.com,/lander,000000
sub96.yourdomainhere.com,/click,000000
sub95.yourdomainhere.com,/api/status,000000
sub94.yourdomainhere.com,/lander,000000
sub95.yourdomainhere.com,/api-catalog,000000
sub97.yourdomainhere.com,/click,000000
sub94.yourdomainhere.com,/api/status,000000
sub97.yourdomainhere.com,/,000000
sub94.yourdomainhere.com,/api-catalog,000000
sub97.yourdomainhere.com,/api/status,000000
sub96.yourdomainhere.com,/api-catalog,000000
sub98.yourdomainhere.com,/,000000
sub97.yourdomainhere.com,/api-catalog,000000
sub98.yourdomainhere.com,/api/status,000000
sub100.yourdomainhere.com,/,000000
sub98.yourdomainhere.com,/api-catalog,000000
sub98.yourdomainhere.com,/lander,000000
sub98.yourdomainhere.com,/click,000000
sub97.yourdomainhere.com,/lander,000000
sub100.yourdomainhere.com,/lander,000000
sub100.yourdomainhere.com,/api-catalog,000000
sub99.yourdomainhere.com,/,000000
sub100.yourdomainhere.com,/click,000000
sub99.yourdomainhere.com,/api/status,000000
sub99.yourdomainhere.com,/lander,000000
sub99.yourdomainhere.com,/click,000000
sub100.yourdomainhere.com,/api/status,200
sub99.yourdomainhere.com,/api-catalog,000000
sub81.yourdomainhere.com,/lander,200
sub76.yourdomainhere.com,/lander,200
sub82.yourdomainhere.com,/lander,200
sub87.yourdomainhere.com,/lander,200
sub75.yourdomainhere.com,/lander,200
sub80.yourdomainhere.com,/lander,200
